Title,Date
"Brooklyn Nine-Nine: Season 1: Full Boyle","26/08/20"
"Brooklyn Nine-Nine: Season 1: The Party","26/08/20"
"Brooklyn Nine-Nine: Season 1: Operation: Broken Feather","26/08/20"
"Brooklyn Nine-Nine: Season 1: The Ebony Falcon","26/08/20"
"Brooklyn Nine-Nine: Season 1: The Bet","26/08/20"
"Brooklyn Nine-Nine: Season 1: Pontiac Bandit","26/08/20"
"Brooklyn Nine-Nine: Season 1: Christmas","26/08/20"
"Brooklyn Nine-Nine: Season 1: Thanksgiving","26/08/20"
"Brooklyn Nine-Nine: Season 1: Sal's Pizza","25/08/20"
"Brooklyn Nine-Nine: Season 1: Old School","25/08/20"
"Brooklyn Nine-Nine: Season 1: 48 Hours","25/08/20"
"Brooklyn Nine-Nine: Season 1: The Vulture","25/08/20"
"Brooklyn Nine-Nine: Season 1: M.E. Time","25/08/20"
"Brooklyn Nine-Nine: Season 1: The Slump","25/08/20"
"Brooklyn Nine-Nine: Season 1: The Tagger","25/08/20"
"Brooklyn Nine-Nine: Season 1: Pilot","25/08/20"
"Friends: Season 1: The One with the Butt","25/08/20"
"The Big Bang Theory: Season 6: The Bakersfield Expedition","25/08/20"
"Friends: Season 1: The One with the East German Laundry Detergent","25/08/20"
"Five Feet Apart","24/08/20"
"Friends: Season 1: The One with George Stephanopoulos","23/08/20"
"Riverdale: Season 4: Chapter Seventy-Six: Killing Mr. Honey","23/08/20"
"Riverdale: Season 4: Chapter Seventy-Five: Lynchian","23/08/20"
"Riverdale: Season 4: Chapter Seventy-Four: Wicked Little Town","23/08/20"
"Riverdale: Season 4: Chapter Seventy-Three: The Locked Room","23/08/20"
"Riverdale: Season 4: Chapter Seventy-Two: To Die For","23/08/20"
"Riverdale: Season 4: Chapter Seventy-One: How To Get Away With Murder","23/08/20"
"Riverdale: Season 4: Chapter Seventy: The Ides of March","23/08/20"
"Riverdale: Season 4: Chapter Sixty-Nine: Men of Honor","22/08/20"
"1983: Season 1: Entanglement","22/08/20"
"Riverdale: Season 4: Chapter Sixty-Eight Quiz Show","22/08/20"
"Riverdale: Season 4: Chapter Sixty-Seven: Varsity Blues","22/08/20"
"Riverdale: Season 4: Chapter Sixty-Six: Tangerine","22/08/20"
"Riverdale: Season 4: Chapter Sixty-Five: “In Treatment”","21/08/20"
"Riverdale: Season 4: Chapter Sixty-Four: “The Ice Storm”","21/08/20"
"Riverdale: Season 4: Chapter Sixty-Three: “Hereditary”","21/08/20"
"Riverdale: Season 4: Chapter Sixty-Two: Witness for the Prosecution","21/08/20"
"Riverdale: Season 4: Chapter Sixty-One: “Halloween”","21/08/20"
"Riverdale: Season 4: Chapter Sixty: Dog Day Afternoon","21/08/20"
"Riverdale: Season 4: Chapter Fifty-Nine: Fast Times at Riverdale High","21/08/20"
"Riverdale: Season 4: Chapter Fifty-Eight: In Memoriam","21/08/20"
"The Big Bang Theory: Season 6: The Egg Salad Equivalency","20/08/20"
"The Big Bang Theory: Season 6: The Santa Simulation","20/08/20"
"The Big Bang Theory: Season 6: The Fish Guts Displacement","20/08/20"
"Riverdale: Season 3: Chapter Fifty-Seven: Survive the Night","20/08/20"
"Riverdale: Season 3: Chapter Fifty-Six: The Dark Secret of Harvest House","20/08/20"
"Riverdale: Season 3: Chapter Fifty-Five: Prom Night","20/08/20"
"The Big Bang Theory: Season 6: The Parking Spot Escalation","20/08/20"
"The Big Bang Theory: Season 6: The 43 Peculiarity","20/08/20"
"Riverdale: Season 3: Chapter Fifty-Four: “Fear the Reaper”","20/08/20"
"Riverdale: Season 3: Chapter Fifty-Three: Jawbreaker","20/08/20"
"Riverdale: Season 3: Chapter Fifty-Two: “The Raid”","20/08/20"
"Riverdale: Season 3: Chapter Fifty-One: Big Fun","20/08/20"
"Riverdale: Season 3: Chapter Fifty: American Dreams","20/08/20"
"Riverdale: Season 3: Chapter Forty-Nine: Fire Walk With Me","20/08/20"
"The Big Bang Theory: Season 6: The Habitation Configuration","18/08/20"
"The Big Bang Theory: Season 6: The Extract Obliteration","18/08/20"
"Friends: Season 1: The One with the Sonogram at the End","18/08/20"
"The Big Bang Theory: Season 6: The Holographic Excitation","17/08/20"
"The Big Bang Theory: Season 6: The Re-Entry Minimization","17/08/20"
"The Big Bang Theory: Season 6: The Higgs Boson Observation","17/08/20"
"Friends: Season 1: The One Where Monica Gets a Roommate (Pilot)","17/08/20"
"Friends: Season 1: The One with Mrs. Bing","17/08/20"
"Riverdale: Season 3: Chapter Forty-Eight: Requiem for a Welterweight","17/08/20"
"Riverdale: Season 3: Chapter	Forty-Seven:	Bizarrodale","16/08/20"
"Riverdale: Season 3: Chapter Forty-Six: The Red Dahlia","16/08/20"
"The Big Bang Theory: Season 6: The Decoupling Fluctuation","14/08/20"
"Riverdale: Season 3: Chapter Forty-Five: The Stranger","14/08/20"
"Riverdale: Season 3: Chapter Forty-Four: No Exit","14/08/20"
"Riverdale: Season 3: Chapter Forty-Three: Outbreak","14/08/20"
"Riverdale: Season 3: Chapter Forty-Two: The Man in Black","14/08/20"
"Riverdale: Season 3: Chapter Forty-One: Manhunter","14/08/20"
"Riverdale: Season 3: Chapter Forty: The Great Escape","14/08/20"
"Riverdale: Season 3: Chapter Thirty-Nine: The Midnight Club","13/08/20"
"Riverdale: Season 3: Chapter Thirty-Eight: “As Above, So Below”","13/08/20"
"Riverdale: Season 3: Chapter Thirty-Seven: Fortune and Men's Eyes","12/08/20"
"Riverdale: Season 3: Chapter Thirty-Six: Labor Day","12/08/20"
"Riverdale: Season 2: Chapter Thirty-Five: Brave New World","12/08/20"
"Riverdale: Season 2: Chapter Thirty-Four: Judgment Night","12/08/20"
"Riverdale: Season 2: Chapter Thirty-Three: Shadow of a Doubt","12/08/20"
"Riverdale: Season 2: Chapter Thirty-Two: Prisoners","11/08/20"
"Riverdale: Season 2: Chapter Thirty-One: A Night to Remember","11/08/20"
"The Big Bang Theory: Season 6: The Date Night Variable","11/08/20"
"The Big Bang Theory: Season 5: The Countdown Reflection","11/08/20"
"Riverdale: Season 2: Chapter Thirty: The Noose Tightens","11/08/20"
"Riverdale: Season 2: Chapter Twenty-Nine: Primary Colors","11/08/20"
"Riverdale: Season 2: Chapter Twenty-Eight: There Will Be Blood","11/08/20"
"Riverdale: Season 2: Chapter Twenty-Seven: The Hills Have Eyes","11/08/20"
"Riverdale: Season 2: Chapter Twenty-Six: The Tell-Tale Heart","10/08/20"
"Riverdale: Season 2: Chapter Twenty-Five: The Wicked and the Divine","10/08/20"
"Riverdale: Season 2: Chapter Twenty-Four: The Wrestler","10/08/20"
"Riverdale: Season 2: Chapter Twenty-Two: Silent Night, Deadly Night","09/08/20"
"The Big Bang Theory: Season 5: The Stag Convergence","09/08/20"
"The Big Bang Theory: Season 5: The Hawking Excitation","09/08/20"
"The Big Bang Theory: Season 5: The Transporter Malfunction","09/08/20"
"The Big Bang Theory: Season 5: The Launch Acceleration","09/08/20"
"Riverdale: Season 2: Chapter Twenty-Three: The Blackboard Jungle","09/08/20"
"The Big Bang Theory: Season 5: The Weekend Vortex","08/08/20"
"Riverdale: Season 2: Chapter Twenty-One: House of the Devil","08/08/20"
"Riverdale: Season 2: Chapter Twenty: Tales from the Darkside","07/08/20"
"The Big Bang Theory: Season 5: The Werewolf Transformation","07/08/20"
"The Big Bang Theory: Season 5: The Rothman Disintegration","07/08/20"
"The Big Bang Theory: Season 5: The Vacation Solution","07/08/20"
"The Big Bang Theory: Season 5: The Friendship Contraction","07/08/20"
"The Big Bang Theory: Season 5: The Beta Test Initiation","07/08/20"
"Friends: Season 1: The One with the Thumb","07/08/20"
"Riverdale: Season 2: Chapter Nineteen: Death Proof","07/08/20"
"Riverdale: Season 2: Chapter Eighteen: When a Stranger Calls","07/08/20"
"Friends: Season 6: The One with the Proposal: Part 2","07/08/20"
"Riverdale: Season 2: Chapter Seventeen: The Town That Dreaded Sundown","07/08/20"
"The Big Bang Theory: Season 5: The Recombination Hypothesis","06/08/20"
"The Big Bang Theory: Season 5: The Shiny Trinket Maneuver","06/08/20"
"The Big Bang Theory: Season 5: The Speckerman Recurrence","06/08/20"
"The Big Bang Theory: Season 5: The Flaming Spittoon Acquisition","06/08/20"
"The Big Bang Theory: Season 5: The Ornithophobia Diffusion","06/08/20"
"Riverdale: Season 2: Chapter Sixteen: The Watcher in the Woods","06/08/20"
"Riverdale: Season 2: Chapter Fifteen: Nighthawks","06/08/20"
"Riverdale: Season 2: Chapter Fourteen: A Kiss Before Dying","06/08/20"
"Riverdale: Season 1: Chapter Thirteen: The Sweet Hereafter","05/08/20"
"Riverdale: Season 1: Chapter Twelve: Anatomy of a Murder","05/08/20"
"Riverdale: Season 1: Chapter Eleven: To Riverdale and Back Again","05/08/20"
"Riverdale: Season 1: Chapter Ten: The Lost Weekend","05/08/20"
"Riverdale: Season 1: Chapter Nine: La Grande Illusion","05/08/20"
"Riverdale: Season 1: Chapter Eight: The Outsiders","04/08/20"
"The Big Bang Theory: Season 5: The Isolation Permutation","04/08/20"
"The Big Bang Theory: Season 5: The Good Guy Fluctuation","04/08/20"
"Riverdale: Season 1: Chapter Seven: In a Lonely Place","04/08/20"
"The Big Bang Theory: Season 5: The Rhinitis Revelation","04/08/20"
"Riverdale: Season 1: Chapter Six: Faster, Pussycats! Kill! Kill!","04/08/20"
"The Big Bang Theory: Season 5: The Russian Rocket Reaction","03/08/20"
"The Big Bang Theory: Season 5: The Wiggly Finger Catalyst","03/08/20"
"Riverdale: Season 1: Chapter Five: Heart of Darkness","03/08/20"
"Riverdale: Season 1: Chapter Four: The Last Picture Show","03/08/20"
"Riverdale: Season 1: Chapter Three: Body Double","02/08/20"
"The Big Bang Theory: Season 5: The Pulled Groin Extrapolation","02/08/20"
"The Big Bang Theory: Season 5: The Infestation Hypothesis","02/08/20"
"Riverdale: Season 1: Chapter Two: Touch of Evil","02/08/20"
"The Big Bang Theory: Season 5: The Skank Reflex Analysis","02/08/20"
"The Big Bang Theory: Season 4: The Roommate Transmogrification","01/08/20"
"The Big Bang Theory: Season 4: The Engagement Reaction","01/08/20"
"The Big Bang Theory: Season 4: The Wildebeest Implementation","01/08/20"
"Stranger Things: Stranger Things 3: Chapter Eight: The Battle of Starcourt","01/08/20"
"Stranger Things: Stranger Things 3: Chapter Seven: The Bite","01/08/20"
"Stranger Things: Stranger Things 3: Chapter Six: E Pluribus Unum","01/08/20"
"Stranger Things: Stranger Things 3: Chapter Five: The Flayed","01/08/20"
"Stranger Things: Stranger Things 3: Chapter Four: The Sauna Test","01/08/20"
"Stranger Things: Stranger Things 3: Chapter Three: The Case of the Missing Lifeguard","01/08/20"
"Stranger Things: Stranger Things 3: Chapter Two: The Mall Rats","01/08/20"
"Stranger Things: Stranger Things 3: Chapter One: Suzie, Do You Copy?","01/08/20"
"Stranger Things: Stranger Things 2: Chapter Nine: The Gate","01/08/20"
"Stranger Things: Stranger Things 2: Chapter Eight: The Mind Flayer","31/07/20"
"Stranger Things: Stranger Things 2: Chapter Seven: The Lost Sister","31/07/20"
"Stranger Things: Stranger Things 2: Chapter Six: The Spy","31/07/20"
"Stranger Things: Stranger Things 2: Chapter Five: Dig Dug","31/07/20"
"Stranger Things: Stranger Things 2: Chapter Four: Will the Wise","31/07/20"
"Stranger Things: Stranger Things 2: Chapter Three: The Pollywog","31/07/20"
"Stranger Things: Stranger Things 2: Chapter Two: Trick or Treat, Freak","31/07/20"
"The Big Bang Theory: Season 4: The Agreement Dissection","30/07/20"
"The Big Bang Theory: Season 4: The Herb Garden Germination","30/07/20"
"The Big Bang Theory: Season 4: The Zarnecki Incursion","30/07/20"
"Stranger Things: Stranger Things 2: Chapter One: MADMAX","30/07/20"
"The Big Bang Theory: Season 4: The Prestidigitation Approximation","30/07/20"
"Stranger Things: Chapter Eight: The Upside Down","30/07/20"
"Stranger Things: Chapter Seven: The Bathtub","30/07/20"
"Stranger Things: Chapter Six: The Monster","30/07/20"
"Stranger Things: Chapter Five: The Flea and the Acrobat","29/07/20"
"The Big Bang Theory: Season 4: The Toast Derivation","29/07/20"
"The Big Bang Theory: Season 4: The Cohabitation Formulation","29/07/20"
"The Big Bang Theory: Season 4: The Benefactor Factor","29/07/20"
"Stranger Things: Chapter Four: The Body","29/07/20"
"Stranger Things: Chapter Three: Holly, Jolly","29/07/20"
"Stranger Things: Chapter Two: The Weirdo on Maple Street","29/07/20"
"The Big Bang Theory: Season 4: The Thespian Catalyst","29/07/20"
"The Big Bang Theory: Season 4: The Love Car Displacement","29/07/20"
"Stranger Things: Chapter One: The Vanishing of Will Byers","29/07/20"
"The Big Bang Theory: Season 4: The Bus Pants Utilization","28/07/20"
"The Big Bang Theory: Season 4: The Justice League Recombination","28/07/20"
"The Big Bang Theory: Season 4: The Alien Parasite Hypothesis","28/07/20"
"The Big Bang Theory: Season 4: The Boyfriend Complexity","28/07/20"
"The Big Bang Theory: Season 4: The 21-Second Excitation","28/07/20"
"The Big Bang Theory: Season 4: The Apology Insufficiency","27/07/20"
"The Big Bang Theory: Season 4: The Irish Pub Formulation","27/07/20"
"The Big Bang Theory: Season 4: The Desperation Emanation","27/07/20"
"The Big Bang Theory: Season 4: The Hot Troll Deviation","27/07/20"
"Dynasty: Season 3: My Hangover's Arrived","27/07/20"
"Dynasty: Season 3: Robin Hood Rescues","27/07/20"
"Dynasty: Season 3: You Make Being a Priest Sound Like Something Bad","27/07/20"
"The Big Bang Theory: Season 4: The Zazzy Substitution","27/07/20"
"The Big Bang Theory: Season 4: The Cruciferous Vegetable Amplification","27/07/20"
"The Big Bang Theory: Season 4: The Robotic Manipulation","27/07/20"
"Dynasty: Season 3: She Cancelled …","27/07/20"
"Dynasty: Season 3: Is the Next Surgery on the House?","27/07/20"
"Dynasty: Season 3: Up a Tree","27/07/20"
"Dynasty: Season 3: That Wicked Stepmother","26/07/20"
"The Big Bang Theory: Season 3: The Lunar Excitation","26/07/20"
"The Big Bang Theory: Season 3: The Staircase Implementation","26/07/20"
"Dynasty: Season 3: You See Most Things in Terms of Black and White","26/07/20"
"Dynasty: Season 3: Battle Lines","26/07/20"
"Dynasty: Season 3: A Wound That May Never Heal","25/07/20"
"Suits: Season 1: Pilot Part 1 & 2","24/07/20"
"Dynasty: Season 3: What Sorrows Are You Drowning?","24/07/20"
"Dynasty: Season 3: The Caviar, I Trust, Is Not Burned","24/07/20"
"Dynasty: Season 3: The Sensational Blake Carrington Trial","24/07/20"
"Dynasty: Season 3: Shoot from the Hip","24/07/20"
"The Big Bang Theory: Season 3: The Plimpton Stimulation","24/07/20"
"Dynasty: Season 3: A Used Up Memory","24/07/20"
"Dynasty: Season 3: Mother? I'm at La Mirage","23/07/20"
"The Big Bang Theory: Season 3: The Spaghetti Catalyst","23/07/20"
"The Big Bang Theory: Season 3: The Wheaton Recurrence","23/07/20"
"The Big Bang Theory: Season 3: The Pants Alternative","23/07/20"
"The Big Bang Theory: Season 3: The Precious Fragmentation","23/07/20"
"Dynasty: Season 3: Something Desperate","23/07/20"
"Dynasty: Season 3: Wild Ghost Chase","23/07/20"
"The Big Bang Theory: Season 3: The Excelsior Acquisition","23/07/20"
"The Big Bang Theory: Season 3: The Large Hadron Collision","23/07/20"
"Dynasty: Season 3: Caution Never Won a War","23/07/20"
"Dynasty: Season 3: Guilt Trip to Alaska","23/07/20"
"Dynasty: Season 2: Deception, Jealousy and Lies","23/07/20"
"Dynasty: Season 2: Thicker Than Money","22/07/20"
"Dynasty: Season 2: New Lady in Town","22/07/20"
"Dynasty: Season 2: This Illness of Mine","22/07/20"
"Dynasty: Season 2: Life Is a Masquerade Party","22/07/20"
"Dynasty: Season 2: How Two-Faced Can You Get?","22/07/20"
"The Big Bang Theory: Season 3: The Einstein Approximation","22/07/20"
"The Big Bang Theory: Season 3: The Bozeman Reaction","22/07/20"
"Dynasty: Season 2: Miserably Ungrateful Men","21/07/20"
"Dynasty: Season 2: Motherly Overprotectiveness","21/07/20"
"Dynasty: Season 2: Parisian Legend Has It…","21/07/20"
"The Big Bang Theory: Season 3: The Psychic Vortex","21/07/20"
"The Big Bang Theory: Season 3: The Maternal Congruence","21/07/20"
"Dynasty: Season 2: Even Worms Can Procreate","21/07/20"
"The Big Bang Theory: Season 3: The Gorilla Experiment","21/07/20"
"Dynasty: Season 2: Filthy Games","21/07/20"
"Dynasty: Season 2: The Sight of You","21/07/20"
"Dynasty: Season 2: A Champagne Mood","21/07/20"
"Dynasty: Season 2: Crazy Lady","21/07/20"
"Dynasty: Season 2: A Real Instinct for the Jugular","21/07/20"
"Dynasty: Season 2: A Temporary Infestation","21/07/20"
"Dynasty: Season 2: That Witch","21/07/20"
"Dynasty: Season 2: Queen of Cups","21/07/20"
"Dynasty: Season 2: Snowflakes in Hell","21/07/20"
"Dynasty: Season 2: The Butler Did It","21/07/20"
"Dynasty: Season 2: Ship of Vipers","21/07/20"
"Dynasty: Season 2: Twenty-Three Skidoo","21/07/20"
"Dynasty: Season 1: Dead Scratch","21/07/20"
"Dynasty: Season 1: Trashy Little Tramp","21/07/20"
"Dynasty: Season 1: A Line from the Past","21/07/20"
"Dynasty: Season 1: Use or Be Used","21/07/20"
"Dynasty: Season 1: Don’t Con a Con Artist","21/07/20"
"Dynasty: Season 1: Enter Alexis","21/07/20"
"Dynasty: Season 1: Poor Little Rich Girl","21/07/20"
"Dynasty: Season 1: Our Turn Now","21/07/20"
"Dynasty: Season 1: The Gospel According to Blake Carrington","21/07/20"
"Dynasty: Season 1: Nothing But Trouble","21/07/20"
"The Big Bang Theory: Season 3: The Vengeance Formulation","21/07/20"
"The Big Bang Theory: Season 3: The Adhesive Duck Deficiency","21/07/20"
"Dynasty: Season 1: Promises You Can’t Keep","21/07/20"
"Dynasty: Season 1: I Answer to No Man","21/07/20"
"Dynasty: Season 1: A Well Dressed Tarantula","21/07/20"
"Dynasty: Season 1: Rotten Things","21/07/20"
"Dynasty: Season 1: The Best Things in Life","21/07/20"
"Dynasty: Season 1: A Taste of Your Own Medicine","21/07/20"
"Dynasty: Season 1: I Only Exist for Me","21/07/20"
"Dynasty: Season 1: Company Slut","21/07/20"
"Dynasty: Season 1: Private as a Circus","21/07/20"
"Dynasty: Season 1: Guilt Is for Insecure People","21/07/20"
"Dynasty: Season 1: Spit It Out","21/07/20"
"The Big Bang Theory: Season 3: The Guitarist Amplification","21/07/20"
"The Big Bang Theory: Season 3: The Cornhusker Vortex","21/07/20"
"The Big Bang Theory: Season 3: The Creepy Candy Coating Corollary","21/07/20"
"The Big Bang Theory: Season 3: The Pirate Solution","21/07/20"
"The Big Bang Theory: Season 3: The Gothowitz Deviation","21/07/20"
"The Big Bang Theory: Season 3: The Jiminy Conjecture","21/07/20"
"The Big Bang Theory: Season 3: The Electric Can Opener Fluctuation","21/07/20"
"The Big Bang Theory: Season 2: The Monopolar Expedition","21/07/20"
"The Big Bang Theory: Season 2: The Classified Materials Turbulence","21/07/20"
"The Big Bang Theory: Season 2: The Vegas Renormalization","21/07/20"
"The Big Bang Theory: Season 2: The Hofstadter Isotope","21/07/20"
"The Big Bang Theory: Season 2: The Work Song Nanocluster","21/07/20"
"The Big Bang Theory: Season 2: The Terminator Decoupling","21/07/20"
"The Big Bang Theory: Season 2: The Cushion Saturation","21/07/20"
"The Big Bang Theory: Season 2: The Maternal Capacitance","21/07/20"
"The Big Bang Theory: Season 2: The Financial Permeability","21/07/20"
"The Big Bang Theory: Season 2: The Friendship Algorithm","21/07/20"
"The Big Bang Theory: Season 2: The Killer Robot Instability","21/07/20"
"The Big Bang Theory: Season 2: The Bath Item Gift Hypothesis","21/07/20"
"The Big Bang Theory: Season 2: The Vartabedian Conundrum","21/07/20"
"The Big Bang Theory: Season 2: The White Asparagus Triangulation","21/07/20"
"The Big Bang Theory: Season 2: The Lizard-Spock Expansion","21/07/20"
"The Big Bang Theory: Season 2: The Panty Piñata Polarization","21/07/20"
"The Big Bang Theory: Season 2: The Cooper-Nowitzki Theorem","21/07/20"
"The Big Bang Theory: Season 2: The Euclid Alternative","21/07/20"
"The Big Bang Theory: Season 2: The Griffin Equivalency","21/07/20"
"The Big Bang Theory: Season 2: The Barbarian Sublimation","21/07/20"
"The Big Bang Theory: Season 2: The Codpiece Topology","21/07/20"
"The Big Bang Theory: Season 2: The Bad Fish Paradigm","21/07/20"
"The Big Bang Theory: Season 1: The Tangerine Factor","21/07/20"
"The Big Bang Theory: Season 1: The Peanut Reaction","21/07/20"
"The Big Bang Theory: Season 1: The Pork Chop Indeterminacy","21/07/20"
"The Big Bang Theory: Season 1: The Nerdvana Annihilation","21/07/20"
"The Big Bang Theory: Season 1: The Bat Jar Conjecture","21/07/20"
"The Big Bang Theory: Season 1: The Jerusalem Duality","21/07/20"
"The Big Bang Theory: Season 1: The Pancake Batter Anomaly","21/07/20"
"The Big Bang Theory: Season 1: The Loobenfeld Decay","21/07/20"
"The Big Bang Theory: Season 1: The Cooper-Hofstadter Polarization","21/07/20"
"The Big Bang Theory: Season 1: The Dumpling Paradox","21/07/20"
"The Big Bang Theory: Season 1: The Middle Earth Paradigm","21/07/20"
"The Big Bang Theory: Season 1: Pilot","21/07/20"
"The Big Bang Theory: Season 1: The Hamburger Postulate","21/07/20"
"The Big Bang Theory: Season 1: The Luminous Fish Effect","21/07/20"
"The Big Bang Theory: Season 1: The Fuzzy Boots Corollary","21/07/20"
"The Big Bang Theory: Season 1: The Big Bran Hypothesis","21/07/20"
